unique_quad,field_mission,sampling_site,site_blind_number,sampling_date,obs1,obs2,mud_google_percent,emerg_google_percent,other_google_percent,mud_planned_reps,emerg_planned_reps,other_planned_reps,mud_obs1_percent,emerg_obs1_percent,other_obs1_percent,mud_obs2_percent,emerg_obs2_percent,other_obs2_percent,mud_obsavg_percent,emerg_obsavg_percent,other_obsavg_percent,mud_actual_reps,emerg_actual_reps,other_actual_reps,sampling_start_time_cleaned,eval_obs,flowmeter_rotations,secchi_depth_cm,temp_C,salinity_brix,pH,nitrate_mg.L_NO3,nitrite_mg.L_NO2,phosphate_mg.L_PO4,oxygen_mg.L_o2,point_ID,lat,long,microhabitat_type,depth_cm_cleaned_agg,typha,phrag,cyperus,poa_grass,ludwigia,nymphaea,salvinia,ceratophyllum,potamogeton,pistia,azolla,ipomea,lemna,emergent_stems_cleaned,floating_veg_g_cleaned,number_scoops,field_count_bulinus,date_plated,snail_is_trunc_globo,molec_conf_truncatus,molec_conf_globosus,molec_conf_schisto_haem,molec_conf_schisto_bovis,molec_conf_hybrid,molec_conf_non_schisto,bulinus_mean_shell_height,site_FM_combo,include_in_which_analyses
03-Aug-17_Foss_11,5,Foss,30,3-Aug-17,AC,Izzy,64,36,0,10,5,0,70,15,15,75,10,15,72.5,12.5,15,10,3,2,13:50,Raphael,6,43,32,0,6.95,3.4,0.01,0.1,NA,11,16.15998723,-15.84619406,mud,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Foss_FM_5,exclude
03-Aug-17_Foss_12,5,Foss,30,3-Aug-17,AC,Izzy,64,36,0,10,5,0,70,15,15,75,10,15,72.5,12.5,15,10,3,2,13:50,Raphael,6,43,32,0,6.95,3.4,0.01,0.1,NA,12,16.15994102,-15.84634188,other,63,0,0,0,0,0,0,0,0,1,0,0,0,0,0,400,3,0,,0,0,0,0,0,0,0,NA,Foss_FM_5,exclude
03-Aug-17_Foss_13,5,Foss,30,3-Aug-17,AC,Izzy,64,36,0,10,5,0,70,15,15,75,10,15,72.5,12.5,15,10,3,2,13:50,Raphael,6,43,32,0,6.95,3.4,0.01,0.1,NA,13,16.15991607,-15.84615127,mud,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Foss_FM_5,exclude
03-Aug-17_Foss_14,5,Foss,30,3-Aug-17,AC,Izzy,64,36,0,10,5,0,70,15,15,75,10,15,72.5,12.5,15,10,3,2,13:50,Raphael,6,43,32,0,6.95,3.4,0.01,0.1,NA,14,16.15988575,-15.84608992,mud,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Foss_FM_5,exclude
03-Aug-17_Foss_15,5,Foss,30,3-Aug-17,AC,Izzy,64,36,0,10,5,0,70,15,15,75,10,15,72.5,12.5,15,10,3,2,13:50,Raphael,6,43,32,0,6.95,3.4,0.01,0.1,NA,15,16.15993253,-15.84659124,mud,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Foss_FM_5,exclude
03-Aug-17_Foss_16,5,Foss,30,3-Aug-17,AC,Izzy,64,36,0,10,5,0,70,15,15,75,10,15,72.5,12.5,15,10,3,2,13:50,Raphael,6,43,32,0,6.95,3.4,0.01,0.1,NA,16,16.15985422,-15.84653465,emergent,37,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,,0,0,0,0,0,0,0,NA,Foss_FM_5,exclude
03-Aug-17_Foss_17,5,Foss,30,3-Aug-17,AC,Izzy,64,36,0,10,5,0,70,15,15,75,10,15,72.5,12.5,15,10,3,2,13:50,Raphael,6,43,32,0,6.95,3.4,0.01,0.1,NA,17,16.15982562,-15.84657007,emergent,18,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,,0,0,0,0,0,0,0,NA,Foss_FM_5,exclude
03-Aug-17_Foss_28,5,Foss,30,3-Aug-17,AC,Izzy,64,36,0,10,5,0,70,15,15,75,10,15,72.5,12.5,15,10,3,2,13:50,Raphael,6,43,32,0,6.95,3.4,0.01,0.1,NA,28,16.15990161,-15.84650118,mud,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Foss_FM_5,exclude
03-Aug-17_Foss_5,5,Foss,30,3-Aug-17,AC,Izzy,64,36,0,10,5,0,70,15,15,75,10,15,72.5,12.5,15,10,3,2,13:50,Raphael,6,43,32,0,6.95,3.4,0.01,0.1,NA,5,16.15995834,-15.84603339,emergent,59,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,,0,0,0,0,0,0,0,NA,Foss_FM_5,exclude
03-Aug-17_Foss_6,5,Foss,30,3-Aug-17,AC,Izzy,64,36,0,10,5,0,70,15,15,75,10,15,72.5,12.5,15,10,3,2,13:50,Raphael,6,43,32,0,6.95,3.4,0.01,0.1,NA,6,16.15995032,-15.84601888,mud,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Foss_FM_5,exclude
03-Aug-17_Foss_7,5,Foss,30,3-Aug-17,AC,Izzy,64,36,0,10,5,0,70,15,15,75,10,15,72.5,12.5,15,10,3,2,13:50,Raphael,6,43,32,0,6.95,3.4,0.01,0.1,NA,7,16.15982193,-15.8464941,mud,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Foss_FM_5,exclude
03-Aug-17_Foss_8,5,Foss,30,3-Aug-17,AC,Izzy,64,36,0,10,5,0,70,15,15,75,10,15,72.5,12.5,15,10,3,2,13:50,Raphael,6,43,32,0,6.95,3.4,0.01,0.1,NA,8,16.15986384,-15.84637848,mud,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Foss_FM_5,exclude
03-Aug-17_Foss_9,5,Foss,30,3-Aug-17,AC,Izzy,64,36,0,10,5,0,70,15,15,75,10,15,72.5,12.5,15,10,3,2,13:50,Raphael,6,43,32,0,6.95,3.4,0.01,0.1,NA,9,16.16000895,-15.84609451,mud,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Foss_FM_5,exclude
03-Aug-17_Mbane 1_10,5,Mbane 1,29,3-Aug-17,AC,Izzy,41,40,19,6,6,3,90,5,5,90,5,5,90,5,5,12,1,2,11:59,Raphael,4,40,30,0,6.8,3.9,0,0.3,NA,10,16.27077194,-15.80171394,mud,58,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50,3,0,,0,0,0,0,0,0,0,NA,Mbane 1_FM_5,exclude
03-Aug-17_Mbane 1_11,5,Mbane 1,29,3-Aug-17,AC,Izzy,41,40,19,6,6,3,90,5,5,90,5,5,90,5,5,12,1,2,11:59,Raphael,4,40,30,0,6.8,3.9,0,0.3,NA,11,16.2706832,-15.80146225,mud,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Mbane 1_FM_5,exclude
03-Aug-17_Mbane 1_12,5,Mbane 1,29,3-Aug-17,AC,Izzy,41,40,19,6,6,3,90,5,5,90,5,5,90,5,5,12,1,2,11:59,Raphael,4,40,30,0,6.8,3.9,0,0.3,NA,12,16.27068966,-15.80155164,mud,59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,3,0,,0,0,0,0,0,0,0,NA,Mbane 1_FM_5,exclude
03-Aug-17_Mbane 1_14,5,Mbane 1,29,3-Aug-17,AC,Izzy,41,40,19,6,6,3,90,5,5,90,5,5,90,5,5,12,1,2,11:59,Raphael,4,40,30,0,6.8,3.9,0,0.3,NA,14,16.27070074,-15.80153328,mud,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,3,0,,0,0,0,0,0,0,0,NA,Mbane 1_FM_5,exclude
03-Aug-17_Mbane 1_15,5,Mbane 1,29,3-Aug-17,AC,Izzy,41,40,19,6,6,3,90,5,5,90,5,5,90,5,5,12,1,2,11:59,Raphael,4,40,30,0,6.8,3.9,0,0.3,NA,15,16.27070456,-15.80149263,mud,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Mbane 1_FM_5,exclude
03-Aug-17_Mbane 1_2,5,Mbane 1,29,3-Aug-17,AC,Izzy,41,40,19,6,6,3,90,5,5,90,5,5,90,5,5,12,1,2,11:59,Raphael,4,40,30,0,6.8,3.9,0,0.3,NA,2,16.27067314,-15.80149162,mud,62,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,3,0,,0,0,0,0,0,0,0,NA,Mbane 1_FM_5,exclude
03-Aug-17_Mbane 1_20,5,Mbane 1,29,3-Aug-17,AC,Izzy,41,40,19,6,6,3,90,5,5,90,5,5,90,5,5,12,1,2,11:59,Raphael,4,40,30,0,6.8,3.9,0,0.3,NA,20,16.27072635,-15.80163108,mud,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Mbane 1_FM_5,exclude
03-Aug-17_Mbane 1_27,5,Mbane 1,29,3-Aug-17,AC,Izzy,41,40,19,6,6,3,90,5,5,90,5,5,90,5,5,12,1,2,11:59,Raphael,4,40,30,0,6.8,3.9,0,0.3,NA,27,16.27073741,-15.80158687,other,42,0,0,0,0,1,0,0,1,0,0,0,0,0,0,330,3,25,4-Aug-17,19,0,0,0,0,0,0,5.47,Mbane 1_FM_5,exclude
03-Aug-17_Mbane 1_3,5,Mbane 1,29,3-Aug-17,AC,Izzy,41,40,19,6,6,3,90,5,5,90,5,5,90,5,5,12,1,2,11:59,Raphael,4,40,30,0,6.8,3.9,0,0.3,NA,3,16.27071955,-15.80159144,mud,59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,3,0,,0,0,0,0,0,0,0,NA,Mbane 1_FM_5,exclude
03-Aug-17_Mbane 1_39,5,Mbane 1,29,3-Aug-17,AC,Izzy,41,40,19,6,6,3,90,5,5,90,5,5,90,5,5,12,1,2,11:59,Raphael,4,40,30,0,6.8,3.9,0,0.3,NA,39,16.2707465,-15.80160776,emergent,27,0,1,0,0,1,0,0,1,0,0,0,0,0,2,10,3,1,4-Aug-17,1,0,0,0,0,0,0,3.38,Mbane 1_FM_5,exclude
03-Aug-17_Mbane 1_4,5,Mbane 1,29,3-Aug-17,AC,Izzy,41,40,19,6,6,3,90,5,5,90,5,5,90,5,5,12,1,2,11:59,Raphael,4,40,30,0,6.8,3.9,0,0.3,NA,4,16.27068275,-15.80143402,other,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,4-Aug-17,0,0,0,0,0,0,0,NA,Mbane 1_FM_5,exclude
03-Aug-17_Mbane 1_45,5,Mbane 1,29,3-Aug-17,AC,Izzy,41,40,19,6,6,3,90,5,5,90,5,5,90,5,5,12,1,2,11:59,Raphael,4,40,30,0,6.8,3.9,0,0.3,NA,45,16.27075376,-15.80163782,mud,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50,3,0,,0,0,0,0,0,0,0,NA,Mbane 1_FM_5,exclude
03-Aug-17_Mbane 1_5,5,Mbane 1,29,3-Aug-17,AC,Izzy,41,40,19,6,6,3,90,5,5,90,5,5,90,5,5,12,1,2,11:59,Raphael,4,40,30,0,6.8,3.9,0,0.3,NA,5,16.27081099,-15.80181664,mud,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Mbane 1_FM_5,exclude
03-Aug-17_Mbane 1_6,5,Mbane 1,29,3-Aug-17,AC,Izzy,41,40,19,6,6,3,90,5,5,90,5,5,90,5,5,12,1,2,11:59,Raphael,4,40,30,0,6.8,3.9,0,0.3,NA,6,16.2707114,-15.80152155,mud,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Mbane 1_FM_5,exclude
03-Aug-17_Mbane 1_7,5,Mbane 1,29,3-Aug-17,AC,Izzy,41,40,19,6,6,3,90,5,5,90,5,5,90,5,5,12,1,2,11:59,Raphael,4,40,30,0,6.8,3.9,0,0.3,NA,7,16.27065978,-15.80145982,mud,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Mbane 1_FM_5,exclude
03-Aug-17_Mbane 3_1,5,Mbane 3,28,3-Aug-17,AC,Izzy,61,39,0,9,6,0,90,5,5,90,5,5,90,5,5,6,1,1,10:56,Raphael,3,36,30,0,7.05,2.7,0,0.08,NA,1,16.27605785,-15.79865507,other,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Mbane 3_FM_5,exclude
03-Aug-17_Mbane 3_12,5,Mbane 3,28,3-Aug-17,AC,Izzy,61,39,0,9,6,0,90,5,5,90,5,5,90,5,5,6,1,1,10:56,Raphael,3,36,30,0,7.05,2.7,0,0.08,NA,12,16.2761164,-15.79859717,mud,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Mbane 3_FM_5,exclude
03-Aug-17_Mbane 3_15,5,Mbane 3,28,3-Aug-17,AC,Izzy,61,39,0,9,6,0,90,5,5,90,5,5,90,5,5,6,1,1,10:56,Raphael,3,36,30,0,7.05,2.7,0,0.08,NA,15,16.27607567,-15.79862322,mud,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Mbane 3_FM_5,exclude
03-Aug-17_Mbane 3_2,5,Mbane 3,28,3-Aug-17,AC,Izzy,61,39,0,9,6,0,90,5,5,90,5,5,90,5,5,6,1,1,10:56,Raphael,3,36,30,0,7.05,2.7,0,0.08,NA,2,16.2760949,-15.7986593,emergent,18,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,,0,0,0,0,0,0,0,NA,Mbane 3_FM_5,exclude
03-Aug-17_Mbane 3_22,5,Mbane 3,28,3-Aug-17,AC,Izzy,61,39,0,9,6,0,90,5,5,90,5,5,90,5,5,6,1,1,10:56,Raphael,3,36,30,0,7.05,2.7,0,0.08,NA,22,16.27610208,-15.79861933,mud,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Mbane 3_FM_5,exclude
03-Aug-17_Mbane 3_37,5,Mbane 3,28,3-Aug-17,AC,Izzy,61,39,0,9,6,0,90,5,5,90,5,5,90,5,5,6,1,1,10:56,Raphael,3,36,30,0,7.05,2.7,0,0.08,NA,37,16.27610101,-15.79864782,mud,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Mbane 3_FM_5,exclude
03-Aug-17_Mbane 3_5,5,Mbane 3,28,3-Aug-17,AC,Izzy,61,39,0,9,6,0,90,5,5,90,5,5,90,5,5,6,1,1,10:56,Raphael,3,36,30,0,7.05,2.7,0,0.08,NA,5,16.27611334,-15.79857674,mud,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Mbane 3_FM_5,exclude
03-Aug-17_Mbane 3_9,5,Mbane 3,28,3-Aug-17,AC,Izzy,61,39,0,9,6,0,90,5,5,90,5,5,90,5,5,6,1,1,10:56,Raphael,3,36,30,0,7.05,2.7,0,0.08,NA,9,16.27611652,-15.79860542,mud,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Mbane 3_FM_5,exclude
04-Aug-17_Lampsar 1_13,5,Lampsar 1,31,4-Aug-17,AC,Raphael,76,9,15,11,2,3,70,5,25,70,15,15,70,10,20,10,2,3,9:10,Raphael,4,31,28,0,6.95,0.22,0.01,0.16,NA,13,16.11339426,-16.34915543,other,50,0,0,0,0,0,0,0,1,0,0,1,0,0,0,140,18,5,5-Aug-17,6,0,0,0,0,0,0,5.2675,Lampsar 1_FM_5,exclude
04-Aug-17_Lampsar 1_14,5,Lampsar 1,31,4-Aug-17,AC,Raphael,76,9,15,11,2,3,70,5,25,70,15,15,70,10,20,10,2,3,9:10,Raphael,4,31,28,0,6.95,0.22,0.01,0.16,NA,14,16.11345918,-16.34919542,mud,70,0,0,0,0,0,0,0,1,0,0,0,0,0,0,250,12,0,5-Aug-17,0,0,0,0,0,0,0,NA,Lampsar 1_FM_5,exclude
04-Aug-17_Lampsar 1_15,5,Lampsar 1,31,4-Aug-17,AC,Raphael,76,9,15,11,2,3,70,5,25,70,15,15,70,10,20,10,2,3,9:10,Raphael,4,31,28,0,6.95,0.22,0.01,0.16,NA,15,16.11336035,-16.34916384,emergent,20,1,0,0,0,0,0,0,1,0,0,0,0,0,1,10,9,0,5-Aug-17,0,0,0,0,0,0,0,NA,Lampsar 1_FM_5,exclude
04-Aug-17_Lampsar 1_16,5,Lampsar 1,31,4-Aug-17,AC,Raphael,76,9,15,11,2,3,70,5,25,70,15,15,70,10,20,10,2,3,9:10,Raphael,4,31,28,0,6.95,0.22,0.01,0.16,NA,16,16.11341591,-16.34915705,other,30,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1100,36,13,5-Aug-17,13,0,0,0,0,0,0,4.183636364,Lampsar 1_FM_5,exclude
04-Aug-17_Lampsar 1_19,5,Lampsar 1,31,4-Aug-17,AC,Raphael,76,9,15,11,2,3,70,5,25,70,15,15,70,10,20,10,2,3,9:10,Raphael,4,31,28,0,6.95,0.22,0.01,0.16,NA,19,16.11309637,-16.34904195,mud,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Lampsar 1_FM_5,exclude
04-Aug-17_Lampsar 1_2,5,Lampsar 1,31,4-Aug-17,AC,Raphael,76,9,15,11,2,3,70,5,25,70,15,15,70,10,20,10,2,3,9:10,Raphael,4,31,28,0,6.95,0.22,0.01,0.16,NA,2,16.11362157,-16.34919922,emergent,10,1,0,0,0,0,0,0,1,0,0,0,0,0,3,400,6,5,5-Aug-17,5,0,0,0,0,0,0,3.99,Lampsar 1_FM_5,exclude
04-Aug-17_Lampsar 1_22,5,Lampsar 1,31,4-Aug-17,AC,Raphael,76,9,15,11,2,3,70,5,25,70,15,15,70,10,20,10,2,3,9:10,Raphael,4,31,28,0,6.95,0.22,0.01,0.16,NA,22,16.11303551,-16.34904882,mud,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Lampsar 1_FM_5,exclude
04-Aug-17_Lampsar 1_24,5,Lampsar 1,31,4-Aug-17,AC,Raphael,76,9,15,11,2,3,70,5,25,70,15,15,70,10,20,10,2,3,9:10,Raphael,4,31,28,0,6.95,0.22,0.01,0.16,NA,24,16.11310292,-16.34909071,mud,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Lampsar 1_FM_5,exclude
04-Aug-17_Lampsar 1_29,5,Lampsar 1,31,4-Aug-17,AC,Raphael,76,9,15,11,2,3,70,5,25,70,15,15,70,10,20,10,2,3,9:10,Raphael,4,31,28,0,6.95,0.22,0.01,0.16,NA,29,16.11306532,-16.34903729,mud,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Lampsar 1_FM_5,exclude
04-Aug-17_Lampsar 1_3,5,Lampsar 1,31,4-Aug-17,AC,Raphael,76,9,15,11,2,3,70,5,25,70,15,15,70,10,20,10,2,3,9:10,Raphael,4,31,28,0,6.95,0.22,0.01,0.16,NA,3,16.11300028,-16.34900337,mud,55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,3,0,,0,0,0,0,0,0,0,NA,Lampsar 1_FM_5,exclude
04-Aug-17_Lampsar 1_36,5,Lampsar 1,31,4-Aug-17,AC,Raphael,76,9,15,11,2,3,70,5,25,70,15,15,70,10,20,10,2,3,9:10,Raphael,4,31,28,0,6.95,0.22,0.01,0.16,NA,36,16.1130652,-16.34905149,mud,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Lampsar 1_FM_5,exclude
04-Aug-17_Lampsar 1_4,5,Lampsar 1,31,4-Aug-17,AC,Raphael,76,9,15,11,2,3,70,5,25,70,15,15,70,10,20,10,2,3,9:10,Raphael,4,31,28,0,6.95,0.22,0.01,0.16,NA,4,16.11303961,-16.34904325,mud,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Lampsar 1_FM_5,exclude
04-Aug-17_Lampsar 1_46,5,Lampsar 1,31,4-Aug-17,AC,Raphael,76,9,15,11,2,3,70,5,25,70,15,15,70,10,20,10,2,3,9:10,Raphael,4,31,28,0,6.95,0.22,0.01,0.16,NA,46,16.11304069,-16.34901445,mud,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Lampsar 1_FM_5,exclude
04-Aug-17_Lampsar 1_50,5,Lampsar 1,31,4-Aug-17,AC,Raphael,76,9,15,11,2,3,70,5,25,70,15,15,70,10,20,10,2,3,9:10,Raphael,4,31,28,0,6.95,0.22,0.01,0.16,NA,50,16.11311995,-16.34907351,mud,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5-Aug-17,0,0,0,0,0,0,0,NA,Lampsar 1_FM_5,exclude
04-Aug-17_Lampsar 1_7,5,Lampsar 1,31,4-Aug-17,AC,Raphael,76,9,15,11,2,3,70,5,25,70,15,15,70,10,20,10,2,3,9:10,Raphael,4,31,28,0,6.95,0.22,0.01,0.16,NA,7,16.11358116,-16.34919771,other,60,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1000,3,9,5-Aug-17,7,0,0,0,0,0,0,3.8,Lampsar 1_FM_5,exclude
04-Aug-17_Lampsar 2_14,5,Lampsar 2,32,4-Aug-17,AC,Raphael,75,5,20,11,1,3,95,1,4,80,5,15,87.5,3,9.5,13,1,1,11:00,Raphael,3,27,30,0,6.6,0.56,0.05,0.18,NA,14,16.10934475,-16.3495494,mud,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,3,0,,0,0,0,0,0,0,0,NA,Lampsar 2_FM_5,exclude
04-Aug-17_Lampsar 2_23,5,Lampsar 2,32,4-Aug-17,AC,Raphael,75,5,20,11,1,3,95,1,4,80,5,15,87.5,3,9.5,13,1,1,11:00,Raphael,3,27,30,0,6.6,0.56,0.05,0.18,NA,23,16.10930049,-16.34957304,mud,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Lampsar 2_FM_5,exclude
04-Aug-17_Lampsar 2_3,5,Lampsar 2,32,4-Aug-17,AC,Raphael,75,5,20,11,1,3,95,1,4,80,5,15,87.5,3,9.5,13,1,1,11:00,Raphael,3,27,30,0,6.6,0.56,0.05,0.18,NA,3,16.10937705,-16.34956371,mud,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Lampsar 2_FM_5,exclude
04-Aug-17_Lampsar 2_33,5,Lampsar 2,32,4-Aug-17,AC,Raphael,75,5,20,11,1,3,95,1,4,80,5,15,87.5,3,9.5,13,1,1,11:00,Raphael,3,27,30,0,6.6,0.56,0.05,0.18,NA,33,16.10937336,-16.34956189,emergent,60,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,,0,0,0,0,0,0,0,NA,Lampsar 2_FM_5,exclude
04-Aug-17_Lampsar 2_35,5,Lampsar 2,32,4-Aug-17,AC,Raphael,75,5,20,11,1,3,95,1,4,80,5,15,87.5,3,9.5,13,1,1,11:00,Raphael,3,27,30,0,6.6,0.56,0.05,0.18,NA,35,16.10936071,-16.34953431,mud,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5-Aug-17,0,0,0,0,0,0,0,NA,Lampsar 2_FM_5,exclude
04-Aug-17_Lampsar 2_39,5,Lampsar 2,32,4-Aug-17,AC,Raphael,75,5,20,11,1,3,95,1,4,80,5,15,87.5,3,9.5,13,1,1,11:00,Raphael,3,27,30,0,6.6,0.56,0.05,0.18,NA,39,16.10936116,-16.34954414,mud,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Lampsar 2_FM_5,exclude
04-Aug-17_Lampsar 2_41,5,Lampsar 2,32,4-Aug-17,AC,Raphael,75,5,20,11,1,3,95,1,4,80,5,15,87.5,3,9.5,13,1,1,11:00,Raphael,3,27,30,0,6.6,0.56,0.05,0.18,NA,41,16.10938473,-16.3495367,other,8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,250,6,3,5-Aug-17,4,0,0,0,0,0,0,6.826666667,Lampsar 2_FM_5,exclude
04-Aug-17_Lampsar 2_46,5,Lampsar 2,32,4-Aug-17,AC,Raphael,75,5,20,11,1,3,95,1,4,80,5,15,87.5,3,9.5,13,1,1,11:00,Raphael,3,27,30,0,6.6,0.56,0.05,0.18,NA,46,16.1093193,-16.34955944,mud,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,75,3,0,,0,0,0,0,0,0,0,NA,Lampsar 2_FM_5,exclude
04-Aug-17_Lampsar 2_5,5,Lampsar 2,32,4-Aug-17,AC,Raphael,75,5,20,11,1,3,95,1,4,80,5,15,87.5,3,9.5,13,1,1,11:00,Raphael,3,27,30,0,6.6,0.56,0.05,0.18,NA,5,16.10930493,-16.34957386,mud,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Lampsar 2_FM_5,exclude
04-Aug-17_Lampsar 2_52,5,Lampsar 2,32,4-Aug-17,AC,Raphael,75,5,20,11,1,3,95,1,4,80,5,15,87.5,3,9.5,13,1,1,11:00,Raphael,3,27,30,0,6.6,0.56,0.05,0.18,NA,52,16.1093705,-16.34957446,mud,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Lampsar 2_FM_5,exclude
04-Aug-17_Lampsar 2_55,5,Lampsar 2,32,4-Aug-17,AC,Raphael,75,5,20,11,1,3,95,1,4,80,5,15,87.5,3,9.5,13,1,1,11:00,Raphael,3,27,30,0,6.6,0.56,0.05,0.18,NA,55,16.10928649,-16.34956916,mud,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,3,0,,0,0,0,0,0,0,0,NA,Lampsar 2_FM_5,exclude
04-Aug-17_Lampsar 2_57,5,Lampsar 2,32,4-Aug-17,AC,Raphael,75,5,20,11,1,3,95,1,4,80,5,15,87.5,3,9.5,13,1,1,11:00,Raphael,3,27,30,0,6.6,0.56,0.05,0.18,NA,57,16.10928993,-16.34956119,mud,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,3,0,,0,0,0,0,0,0,0,NA,Lampsar 2_FM_5,exclude
04-Aug-17_Lampsar 2_58,5,Lampsar 2,32,4-Aug-17,AC,Raphael,75,5,20,11,1,3,95,1,4,80,5,15,87.5,3,9.5,13,1,1,11:00,Raphael,3,27,30,0,6.6,0.56,0.05,0.18,NA,58,16.10935033,-16.34957158,mud,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Lampsar 2_FM_5,exclude
04-Aug-17_Lampsar 2_59,5,Lampsar 2,32,4-Aug-17,AC,Raphael,75,5,20,11,1,3,95,1,4,80,5,15,87.5,3,9.5,13,1,1,11:00,Raphael,3,27,30,0,6.6,0.56,0.05,0.18,NA,59,16.10932006,-16.3495742,mud,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Lampsar 2_FM_5,exclude
